precinct,arrival_time,voting_duration,start_time
Sahara Square,2.6990557912585524,23.230376525916512,2.6990557912585524
Sahara Square,4.556333111247882,2.9551272457706945,4.556333111247882
Sahara Square,6.090646632533405,4.9739281125340336,6.090646632533405
Sahara Square,10.271417237814404,3.5499403834131473,10.271417237814404
Sahara Square,10.49559602285427,12.80832520820892,10.49559602285427
Sahara Square,15.099377501103133,10.580259602629019,15.099377501103133
Sahara Square,17.940556317379762,4.0313669280821305,17.940556317379762
Sahara Square,18.22846756034893,5.013705832447016,18.22846756034893
Sahara Square,18.649063028838878,8.481364508857245,21.971923245461895
Sahara Square,20.758716673782775,9.241002149082064,23.242173392795944
Sahara Square,23.49015870848372,6.149036977368934,23.49015870848372
Sahara Square,25.045685268133557,1.0482610054346102,25.67963710373215
Sahara Square,25.700529704054773,0.6512453101028751,25.929432317175063
Sahara Square,25.98484606225444,0.08044772870302275,26.58067762727794
Sahara Square,26.8665585940177,1.457454735450756,26.8665585940177
Sahara Square,27.364726866620092,1.4608048697647449,27.364726866620092
Sahara Square,30.37629538149588,11.520189709467909,30.37629538149588
Sahara Square,32.80766259165734,17.9154403620697,32.80766259165734
Sahara Square,33.209546726018246,11.982901712989326,33.209546726018246
Sahara Square,34.35148818706627,3.9546983884769116,34.35148818706627
Sahara Square,34.591923235144236,33.462266579604034,34.591923235144236
Sahara Square,34.71277750032388,2.817235376204293,38.30618657554319
Sahara Square,34.9441767573549,10.250073796223989,41.12342195174748
Sahara Square,35.96137946450719,1.7036365711857704,41.896485090963786
Sahara Square,41.7767028673329,11.954010637859502,43.600121662149554
Sahara Square,42.025429500895655,0.6520471200463122,45.19244843900757
Sahara Square,45.15676261759301,5.276168788310614,45.84449555905388
Sahara Square,46.216125648877686,16.85858163867099,50.723102953727036
Sahara Square,46.32249737926304,22.659212824701854,51.120664347364496
Sahara Square,46.568726241936425,20.218692598393186,51.37349574797147
Sahara Square,48.60808903296679,23.26104480029424,55.55413230000906
Sahara Square,48.69490009360992,21.214162573339838,67.58168459239803
Sahara Square,51.24487965097933,1.0409691519988362,68.05418981474827
Sahara Square,51.63453603881293,11.187952441557387,69.0951589667471
Sahara Square,53.048396690180304,17.281722274977813,71.59218834636465
Sahara Square,54.6521627249,0.5118705197670245,73.77987717206635
Sahara Square,55.870405562495776,17.444493320620225,74.29174769183338
Sahara Square,57.717589133671325,1.9241947650860154,78.8151771003033
Sahara Square,58.27089660475575,0.6260161813226753,80.28311140830449
Sahara Square,58.389180192032065,2.6412040091652855,80.73937186538932
Sahara Square,58.600993080827585,4.403052344611402,80.90912758962716
Sahara Square,59.04363433946955,10.193918631264415,83.38057587455461
Sahara Square,61.78073258328482,4.895083845178188,85.31217993423856
Sahara Square,61.92737106116272,1.5737437980985736,88.79584716573787
Sahara Square,63.02412976611087,4.494784200781839,88.87391062134246
Sahara Square,64.57146282232459,7.391077430419986,90.20726377941675
Sahara Square,68.03885732109026,5.213442590570809,90.36959096383644
Sahara Square,68.3879126666535,9.296925870963,91.7362410124536
Sahara Square,68.84974760056842,23.08994108604193,93.3686948221243
Sahara Square,69.01596256737557,17.26410763174885,93.57449450581902
Sahara Square,69.12478215925228,0.7526312420835516,95.58303355440725
Sahara Square,69.77279715194938,5.306819500172014,96.3356647964908
Sahara Square,72.17792660072884,5.881861282466752,97.59834120983673
Sahara Square,72.54692172135108,28.2461202171427,101.0331668834166
Sahara Square,73.28789060829595,2.1295064662932783,101.64248429666281
Sahara Square,75.2819475672132,11.96301395216517,103.48020249230349
Sahara Square,75.85246159233994,15.623817864097957,103.7719907629561
Sahara Square,79.32122937179652,0.11362803413261148,110.83860213756788
Sahara Square,80.74572084326546,20.327785429087943,110.95223017170049
Sahara Square,80.98504487409048,2.4490206258887004,115.44321644446866
Sahara Square,82.3706116031733,2.5244271568984478,116.45863590816623
Sahara Square,82.76938086108504,4.945753315424328,117.89223707035737
Sahara Square,83.07353933915624,10.683074673376797,118.98306306506468
Sahara Square,83.15985511331937,0.4252619700782502,119.39580862705405
Sahara Square,83.33753838707386,1.7728923760418072,119.8210705971323
Sahara Square,87.36885018621228,18.6093235423289,121.59396297317411
Sahara Square,90.3332002690799,5.802554416645928,122.8379903857817
Sahara Square,91.5246129214658,12.33889664320199,128.64054480242763
Sahara Square,91.7731634729645,3.0548802663932104,129.2792871005593
Sahara Square,91.93565297478891,0.5595858492418962,129.66613773844148
Sahara Square,94.77181100058088,7.493974111211171,130.22572358768338
Sahara Square,95.55290066872972,7.292564257430196,131.28001560078843
Sahara Square,97.60792984520982,29.84443229396989,132.3341673669525
Sahara Square,98.15743430115825,2.8346271374168617,137.71969769889455
Sahara Square,98.29018169956224,1.774300673064182,138.57257985821863
Sahara Square,98.6569562586293,16.388013140186686,140.203286515503
Sahara Square,100.92707067627624,11.144863668265902,140.3468805312828
Sahara Square,104.39051488264222,2.7350686847856642,140.55432483631142
Sahara Square,104.40066625495187,3.8310980161442423,140.97944144562962
Sahara Square,106.21703641301983,16.647417648777108,143.28939352109708
Sahara Square,107.2170118588035,2.4566509371343215,144.81053946177386
Sahara Square,107.5940644690111,50.632085491179,147.26719039890818
Sahara Square,107.80702253225178,16.368376187240255,151.49174419954872
Sahara Square,110.5432913769204,9.098075765214018,156.59129965568968
Sahara Square,111.84298189410408,3.1261406103915967,159.9368111698742
Sahara Square,114.09895187978583,17.550830880967823,162.1785996609224
Sahara Square,114.4757050862414,2.928664069056546,163.0629517802658
Sahara Square,115.22454573136287,2.825705841506635,165.6893754209037
Sahara Square,116.57363903025664,10.190875178792552,165.99161584932233
Sahara Square,117.92254202218533,3.4490057050364618,167.86012038678896
Sahara Square,119.38260713629326,7.497157261410292,168.51508126241035
Sahara Square,119.90873979624945,6.689231108045613,171.30912609182542
